#{"t_start": 1782337715.0566962, "env_id": "None"}
r,l,t,true_done
1.38,23,26.595089,True
1.47,14,26.604803,True
0.86,15,26.616148,True
0.89,12,26.626451,True
0.87,14,26.637515,True
1.4,21,26.652282,True
1.47,14,26.662473,True
1.49,12,26.672035,True
1.49,12,26.681219,True
1.48,13,26.690987,True
1.48,13,26.700261,True
1.49,12,26.7102,True
1.47,14,26.723101,True
1.47,14,26.734935,True
1.47,14,26.745171,True
1.49,12,26.754664,True
1.49,12,26.763581,True
1.49,12,26.775236,True
1.46,15,26.787341,True
1.47,14,26.80038,True
1.41,20,26.818684,True
1.49,12,26.828453,True
1.45,16,26.840609,True
1.47,14,26.851321,True
1.45,16,26.893132,True
1.49,12,26.918848,True
1.47,14,26.956142,True
1.47,14,27.007261,True
1.42,19,27.035542,True
1.47,14,27.054868,True
1.46,15,27.076518,True
1.46,15,27.097899,True
1.46,15,27.117811,True
1.49,12,27.141568,True
1.47,14,27.196971,True
1.47,14,27.224209,True
1.42,19,27.260237,True
0.86,15,27.283828,True
0.89,12,27.299892,True
1.43,18,27.328993,True
1.48,13,27.348436,True
0.89,12,27.366257,True
1.43,18,27.395282,True
1.46,15,27.410952,True
1.47,14,27.426632,True
1.43,18,27.447005,True
1.46,15,27.462259,True
0.89,12,27.475954,True
1.49,12,27.487628,True
1.49,12,27.503229,True
1.47,14,27.517548,True
1.47,14,27.531722,True
1.47,14,27.547659,True
0.89,12,27.567353,True
0.87,14,27.589903,True
1.49,12,27.630929,True
1.49,12,27.649336,True
1.45,16,27.664908,True
1.47,14,27.683854,True
0.83,18,27.706458,True
1.4,21,27.735989,True
1.47,14,27.756712,True
1.46,15,27.893527,True
0.86,15,27.945535,True
1.48,13,27.980158,True
1.49,12,28.014339,True
1.48,13,28.042745,True
1.46,15,28.073217,True
1.43,18,28.114807,True
0.89,12,28.14011,True
1.47,14,28.175254,True
1.47,14,28.205772,True
0.85,16,28.236221,True
1.48,13,28.265986,True
1.49,12,28.307075,True
1.47,14,28.328726,True
1.49,12,28.354294,True
1.45,16,28.439168,True
1.49,12,28.470069,True
0.88,13,28.51416,True
1.37,24,28.554134,True
1.49,12,28.572213,True
1.47,14,28.594527,True
1.44,17,28.621464,True
1.49,12,28.648575,True
1.45,16,28.677741,True
1.49,12,28.7014,True
0.88,13,28.722608,True
1.49,12,28.742763,True
1.42,19,28.772434,True
1.49,12,28.801397,True
1.43,18,28.851227,True
0.87,14,28.895693,True
1.49,12,28.919528,True
1.47,14,28.944304,True
1.47,14,28.965218,True
1.49,12,28.996993,True
1.47,14,29.033853,True
1.48,13,29.059578,True
1.43,18,29.127206,True
1.43,18,29.202953,True
1.47,14,34.60038,True
1.47,14,34.63402,True
1.45,16,34.661116,True
1.48,13,34.684546,True
1.49,12,34.709538,True
1.49,12,34.743563,True
1.47,14,34.791362,True
1.41,20,34.857783,True
1.45,16,34.904479,True
1.48,13,34.952213,True
1.46,15,35.029839,True
0.88,13,35.053227,True
1.49,12,35.077599,True
1.49,12,35.105421,True
1.49,12,35.135902,True
1.47,14,35.164468,True
1.47,14,35.19325,True
1.48,13,35.21992,True
1.49,12,35.24404,True
1.47,14,35.316236,True
1.49,12,35.343787,True
1.46,15,35.371932,True
1.47,14,35.405365,True
1.48,13,35.422277,True
1.49,12,35.438514,True
1.49,12,35.453284,True
1.47,14,35.471845,True
1.47,14,35.490051,True
1.45,16,35.516973,True
1.45,16,35.543874,True
1.48,13,35.560732,True
0.89,12,35.577207,True
1.43,18,35.602992,True
1.45,16,35.629172,True
1.49,12,35.645265,True
1.48,13,35.66717,True
1.49,12,35.682573,True
1.49,12,35.701724,True
1.49,12,35.716628,True
1.49,12,35.730696,True
1.49,12,35.746975,True
0.89,12,35.764462,True
1.49,12,35.785487,True
1.49,12,35.799176,True
1.47,14,35.814996,True
1.42,19,35.840028,True
1.47,14,35.855326,True
1.49,12,35.867703,True
1.48,13,35.893857,True
1.49,12,35.909506,True
1.49,12,35.922413,True
0.88,13,35.937519,True
1.47,14,35.954665,True
1.46,15,35.971549,True
1.47,14,35.988901,True
1.49,12,36.001617,True
1.49,12,36.015789,True
1.48,13,36.030608,True
1.46,15,36.048594,True
1.47,14,36.066606,True
1.42,19,36.094622,True
1.49,12,36.110176,True
1.49,12,36.123885,True
1.47,14,36.139919,True
1.48,13,36.154292,True
1.47,14,36.171579,True
1.44,17,36.192027,True
1.45,16,36.207644,True
1.47,14,36.225545,True
1.49,12,36.23924,True
1.47,14,36.252888,True
1.49,12,36.266384,True
0.89,12,36.278768,True
1.47,14,36.293457,True
1.45,16,36.310201,True
1.49,12,36.326834,True
1.49,12,36.341469,True
1.49,12,36.356022,True
1.49,12,36.369403,True
1.49,12,36.382345,True
1.47,14,36.39601,True
1.47,14,36.410035,True
1.45,16,36.427325,True
1.49,12,36.439988,True
1.49,12,36.451562,True
1.47,14,36.468846,True
1.49,12,36.480105,True
1.49,12,36.494672,True
0.88,13,36.509515,True
1.49,12,36.522253,True
1.43,18,36.544184,True
1.46,15,36.558985,True
1.49,12,36.571774,True
1.44,17,36.590425,True
1.45,16,36.609216,True
0.86,15,36.624788,True
1.49,12,36.642907,True
1.44,17,36.660925,True
0.88,13,36.676696,True
1.45,16,36.692838,True
1.46,15,36.709699,True
1.47,14,36.726169,True
1.45,16,36.742666,True
1.48,13,36.757158,True
1.44,17,36.772598,True
1.42,19,36.794635,True
0.87,14,36.808512,True
1.49,12,36.822055,True
1.49,12,36.835348,True
1.49,12,36.846922,True
1.47,14,36.864986,True
1.47,14,36.884701,True
1.49,12,36.899135,True
1.46,15,36.919901,True
1.49,12,36.936936,True
1.48,13,36.952003,True
1.43,18,36.973259,True
1.49,12,36.987008,True
1.47,14,37.00438,True
1.49,12,37.024807,True
1.49,12,37.039924,True
1.46,15,37.05859,True
1.45,16,37.080512,True
1.44,17,37.103188,True
0.89,12,37.120701,True
1.49,12,37.134989,True
1.46,15,37.152575,True
1.47,14,37.169997,True
1.49,12,37.183878,True
0.89,12,37.198706,True
1.49,12,37.215378,True
1.45,16,37.233244,True
1.49,12,37.247588,True
1.49,12,37.26095,True
1.45,16,37.281338,True
1.47,14,37.301468,True
1.45,16,37.323748,True
1.49,12,37.340984,True
1.47,14,37.358871,True
1.49,12,37.381559,True
1.49,12,37.401392,True
1.45,16,37.437651,True
1.49,12,37.457882,True
1.43,18,37.485127,True
1.45,16,37.503966,True
1.49,12,37.515516,True
1.49,12,37.528071,True
1.49,12,37.54266,True
1.49,12,37.557142,True
0.84,17,37.573273,True
1.47,14,50.336522,True
1.49,12,50.365182,True
1.48,13,50.395999,True
1.49,12,50.434239,True
1.49,12,50.463447,True
1.48,13,50.494586,True
1.47,14,50.521886,True
1.49,12,50.546921,True
1.49,12,50.571882,True
1.45,16,50.609349,True
1.45,16,50.638301,True
1.47,14,50.66351,True
1.45,16,50.693924,True
1.49,12,50.714238,True
1.48,13,50.740776,True
1.45,16,50.770348,True
1.49,12,50.794138,True
1.49,12,50.815443,True
1.43,18,50.855695,True
1.49,12,50.879269,True
1.47,14,50.906408,True
1.47,14,50.940781,True
1.49,12,50.96824,True
1.49,12,51.004401,True
1.49,12,51.031878,True
1.49,12,51.055177,True
1.47,14,51.084428,True
1.49,12,51.107063,True
1.49,12,51.129579,True
1.47,14,51.15471,True
1.4,21,51.196722,True
1.49,12,51.224796,True
0.89,12,51.250735,True
1.47,14,51.275168,True
1.49,12,51.294254,True
1.49,12,51.314632,True
1.47,14,51.342022,True
1.48,13,51.361689,True
1.44,17,51.396757,True
1.49,12,51.421717,True
1.49,12,51.446171,True
1.49,12,51.485586,True
1.49,12,51.516856,True
1.47,14,51.558749,True
1.48,13,51.585439,True
1.49,12,51.6095,True
1.47,14,51.632843,True
1.49,12,51.654752,True
1.47,14,51.677906,True
1.47,14,51.713319,True
1.49,12,51.745773,True
1.49,12,51.775024,True
1.47,14,51.805121,True
1.47,14,51.837058,True
1.47,14,51.869345,True
1.49,12,51.896876,True
1.46,15,51.925129,True
1.49,12,51.950147,True
1.47,14,51.982064,True
1.47,14,52.011826,True
1.49,12,52.035343,True
1.49,12,52.05858,True
1.43,18,52.088804,True
0.87,14,52.129002,True
1.49,12,52.152998,True
1.49,12,52.17655,True
1.49,12,52.198544,True
0.89,12,52.247848,True
0.89,12,52.271953,True
0.87,14,52.30359,True
1.48,13,52.335506,True
1.45,16,52.364065,True
1.49,12,52.391297,True
1.43,18,52.430273,True
1.49,12,52.45605,True
1.49,12,52.47478,True
1.47,14,52.497996,True
1.49,12,52.532491,True
1.49,12,52.569144,True
1.49,12,52.591775,True
1.47,14,52.619787,True
1.49,12,52.642533,True
1.47,14,52.667677,True
1.48,13,52.69417,True
