#{"t_start": 1782408269.688641, "env_id": "None"}
r,l,t,true_done
0.86,15,23.017516,True
0.87,14,23.027136,True
0.89,12,23.035264,True
0.85,16,23.046145,True
0.89,12,23.054411,True
0.89,12,23.062657,True
0.89,12,23.070927,True
0.89,12,23.079014,True
0.87,14,23.088803,True
0.89,12,23.09715,True
0.89,12,23.105257,True
0.88,13,23.114186,True
0.89,12,23.122907,True
0.87,14,23.132419,True
0.88,13,23.141472,True
0.89,12,23.149783,True
0.89,12,23.158356,True
0.89,12,23.167164,True
0.87,14,23.178522,True
0.89,12,23.186966,True
0.88,13,23.196668,True
0.89,12,23.205158,True
0.85,16,23.21653,True
0.88,13,23.225387,True
0.86,15,23.236565,True
0.89,12,23.245764,True
0.88,13,23.255973,True
0.89,12,23.265451,True
0.89,12,24.676561,True
0.89,12,24.685763,True
0.89,12,24.707165,True
0.89,12,24.725563,True
0.85,16,24.738046,True
0.89,12,24.74735,True
0.89,12,24.757945,True
0.87,14,24.768545,True
0.89,12,24.778537,True
0.89,12,24.787941,True
0.88,13,24.798944,True
0.88,13,24.808384,True
0.88,13,24.820074,True
0.88,13,24.830533,True
0.89,12,24.840779,True
0.88,13,24.85203,True
0.88,13,24.863134,True
0.89,12,24.872015,True
0.86,15,24.884903,True
0.88,13,24.894797,True
0.89,12,24.903674,True
0.87,14,24.91446,True
0.89,12,24.923141,True
0.89,12,24.932066,True
0.87,14,24.941757,True
0.89,12,24.950769,True
0.89,12,24.958579,True
0.89,12,24.966906,True
0.89,12,24.975113,True
0.87,14,24.985867,True
0.89,12,24.995265,True
0.88,13,25.00477,True
0.88,13,25.014187,True
0.89,12,25.02317,True
0.89,12,25.03243,True
0.89,12,25.041351,True
0.88,13,25.053868,True
0.89,12,25.064015,True
0.89,12,25.073928,True
0.89,12,25.084004,True
0.89,12,25.093359,True
0.89,12,25.103502,True
0.89,12,25.113451,True
0.89,12,25.123663,True
0.89,12,25.138664,True
0.89,12,25.151787,True
0.89,12,25.167154,True
0.89,12,25.178092,True
0.89,12,25.187746,True
0.86,15,25.199067,True
0.89,12,25.209966,True
0.89,12,25.226086,True
0.89,12,25.24347,True
0.88,13,25.254571,True
0.81,20,25.269136,True
0.88,13,25.278668,True
0.86,15,25.289889,True
0.89,12,25.302467,True
0.89,12,25.313721,True
0.87,14,25.325012,True
0.89,12,25.335206,True
0.89,12,25.343903,True
0.89,12,25.352053,True
0.89,12,25.360246,True
0.89,12,25.368442,True
0.89,12,25.376783,True
0.88,13,25.385751,True
0.89,12,25.394068,True
0.88,13,25.402721,True
0.89,12,25.41055,True
0.89,12,25.418663,True
0.89,12,25.42665,True
0.89,12,25.434459,True
0.87,14,25.443773,True
0.89,12,25.452064,True
0.89,12,25.460137,True
0.89,12,25.468473,True
0.89,12,25.476928,True
0.89,12,25.485708,True
0.89,12,25.494186,True
0.88,13,25.503195,True
0.89,12,25.511678,True
0.89,12,25.520149,True
0.89,12,25.528239,True
0.87,14,25.537983,True
0.89,12,25.545939,True
0.87,14,25.556442,True
0.89,12,25.564988,True
0.89,12,25.573093,True
0.89,12,25.58093,True
0.87,14,25.59061,True
0.89,12,25.59882,True
0.89,12,25.607249,True
0.89,12,25.615986,True
0.89,12,25.624353,True
0.89,12,25.632523,True
0.88,13,25.64111,True
0.89,12,25.649247,True
0.86,15,25.659651,True
0.89,12,25.66776,True
0.89,12,25.675739,True
0.89,12,25.68378,True
0.89,12,25.692216,True
0.88,13,25.701044,True
0.88,13,25.709752,True
0.88,13,25.718507,True
0.87,14,25.727875,True
0.87,14,25.73737,True
0.88,13,25.746247,True
0.87,14,25.755908,True
0.88,13,25.76451,True
0.89,12,25.773977,True
0.88,13,25.783146,True
0.87,14,25.793569,True
0.88,13,25.803907,True
0.88,13,25.813545,True
0.87,14,25.82314,True
0.87,14,25.832468,True
0.88,13,25.841592,True
0.87,14,25.851705,True
0.89,12,25.860026,True
0.88,13,25.869209,True
0.89,12,25.87728,True
0.88,13,25.886707,True
0.88,13,25.895527,True
0.87,14,25.904946,True
0.89,12,25.913122,True
0.87,14,25.92218,True
0.89,12,25.930328,True
0.88,13,25.939266,True
0.89,12,25.947105,True
0.89,12,25.955006,True
0.89,12,25.963157,True
0.89,12,25.970798,True
0.89,12,25.979032,True
0.89,12,25.987208,True
0.85,16,25.997906,True
